id,Response
381110,0.0030563123189486815
381111,0.7576616182470263
381112,0.7408651455802964
381113,0.0614272385288271
381114,0.0028055766038095225
381115,0.001576523899740361
381116,0.003967861870079931
381117,0.002346124631666094
381118,0.804864548036656
381119,0.011148966641507059
381120,0.006627880153013537
381121,0.5982019988220535
381122,0.004011488590452854
381123,0.7849901758606814
381124,0.5971858466802956
381125,0.00549661855370712
381126,0.5809301509593257
381127,0.757123008236639
381128,0.002683310767594577
381129,0.0030166082269036513
381130,0.0018070637434231527
381131,0.002283838627755641
381132,0.2752767764633025
381133,0.7430585878693209
381134,0.6097551249294917
381135,0.002173721574718072
381136,0.0014857770177188474
381137,0.006172911479534597
381138,0.00624915080603991
381139,0.0020480019468934797
381140,0.4591583897111212
381141,0.000993194673067659
381142,0.0012378363785833027
381143,0.0034608348949420695
381144,0.48613762931377397
381145,0.8061334216864988
381146,0.0019201566093359113
381147,0.15998374675976942
381148,0.0030892507350398896
381149,0.004241832652381435
381150,0.7506258188911782
381151,0.7849735383384093
381152,0.00447409309178523
381153,0.7349978608953698
381154,0.8096817709899699
381155,0.8068163296577712
381156,0.0008846508792033006
381157,0.1292620710935743
381158,0.7630242652353165
381159,0.5434085891949985
381160,0.7614464347913246
381161,0.049538756208852334
381162,0.0021514070245572843
381163,0.7514312060152464
381164,0.003048745183451442
381165,0.5894044918223076
381166,0.6505095077919155
381167,0.0021387010715308197
381168,0.0030007434254410814
381169,0.20218816221936112
381170,0.00301769520088636
381171,0.002785647615660181
381172,0.8036911633759434
381173,0.4861447656221785
381174,0.0018443551972465954
381175,0.0019209380392205561
381176,0.004589277957650874
381177,0.7624916623760414
381178,0.6148775404807558
381179,0.002320848901073343
381180,0.09871088512385584
381181,0.0020457630807209767
381182,0.6910546745788603
381183,0.0019646009641176815
381184,0.043623030104612215
381185,0.0017604133325793722
381186,0.8125913621885522
381187,0.8537011420060547
381188,0.6476615441487157
381189,0.3686843785639527
381190,0.005775130686074322
381191,0.6330568526645896
381192,0.16831242945293517
381193,0.028435838708550657
381194,0.6732544258585286
381195,0.28972809457645177
381196,0.003530581624155635
381197,0.18831626538737958
381198,0.5108086091591375
381199,0.8604285915029075
381200,0.003432971928129762
381201,0.006443892772862391
381202,0.7723402769176153
381203,0.8877438665489339
381204,0.3816661885586356
381205,0.0015118516222106164
381206,0.34999440329644305
381207,0.0023193471615023456
381208,0.13061723025699837
381209,0.0010013428939264497
381210,0.6005638695895039
381211,0.0007105615409599889
381212,0.7895747707616753
381213,0.7378263802999653
381214,0.5848497944733687
381215,0.24041565659268938
381216,0.24998542112754074
381217,0.001186523909137999
381218,0.7896072581035788
381219,0.6205423526889884
381220,0.009995145941804109
381221,0.7463990974946229
381222,0.0019563150359746353
381223,0.0035953600106875755
381224,0.3393505522810656
381225,0.8459180965093852
381226,0.7952658881337171
381227,0.7826145041033578
381228,0.1552462755513889
381229,0.6878238228944425
381230,0.0020770892097738305
381231,0.00233689130805659
381232,0.803778466611199
381233,0.002840945123721944
381234,0.7598597788752621
381235,0.002089374106259957
381236,0.5138683792390454
381237,0.0021762663466375
381238,0.0016054343019502137
381239,0.0020806088679281563
381240,0.001908517351315229
381241,0.7089144654536432
381242,0.002197116894682309
381243,0.004501070052934049
381244,0.43806335302094096
381245,0.0019452705953046788
381246,0.7775311839839055
381247,0.827006359267908
381248,0.002186643659570672
381249,0.3932429248664856
381250,0.00337377445632283
381251,0.00644899987242917
381252,0.003057932431160088
381253,0.0034588182479303774
381254,0.001576798916160407
381255,0.6937394063920178
381256,0.7976949875753371
381257,0.0023983707229542944
381258,0.07940926388661101
381259,0.6209119305203402
381260,0.2151262729679929
381261,0.8329345594951538
381262,0.8052622810145748
381263,0.002412707350387021
381264,0.8078660853255704
381265,0.4933957851150652
381266,0.00235292150955302
381267,0.0008416778059792542
381268,0.0007401790486350914
381269,0.4199552755830506
381270,0.44618790130641584
381271,0.5388208718449141
381272,0.0025934350285504787
381273,0.002305938868888589
381274,0.0017793385754097265
381275,0.004873152160021353
381276,0.36098369526451096
381277,0.0026554094232937265
381278,0.6605922683014877
381279,0.8223138885867264
381280,0.002864282893610617
381281,0.3986718062337951
381282,0.0020135210018362012
381283,0.0022729016071329723
381284,0.7241183150108567
381285,0.0018997916693521196
381286,0.001416278307197252
381287,0.026059172058109828
381288,0.7304589194066866
381289,0.7631852395232123
381290,0.7655875288078516
381291,0.5036167584023006
381292,0.5463417647024241
381293,0.0010695665045039433
381294,0.4634524854223618
381295,0.0018218012250139643
381296,0.8432812194109379
381297,0.001388289933913962
381298,0.005671773088000552
381299,0.0045494789080071565
381300,0.17669373745039052
381301,0.5257331156622259
381302,0.0016618964489811731
381303,0.0017586625701120993
381304,0.004399352669860369
381305,0.14376122250278842
381306,0.7505669475386895
381307,0.0015808921618728103
381308,0.7600169245978388
381309,0.0021408589077807024
381310,0.8079800503133792
381311,0.001362561674305381
381312,0.002974768830573151
381313,0.8047752504047284
381314,0.09421951354042969
381315,0.001681690553186688
381316,0.7197804136366951
381317,0.17125122112890034
381318,0.7700122400317885
381319,0.0029780839811797697
381320,0.46528166733217496
381321,0.7390415050339751
381322,0.6164056942209691
381323,0.04915794032494144
381324,0.0012473289624561781
381325,0.657661562109249
381326,0.00318921924436988
381327,0.6118385970857164
381328,0.002529616091486264
381329,0.5234940669244323
381330,0.005279797293258196
381331,0.7146534791010446
381332,0.0028748668086457474
381333,0.002027870902024812
381334,0.0038494692902000835
381335,0.0029552895552788856
381336,0.0029709030282185998
381337,0.002259180935539371
381338,0.6842498109135219
381339,0.25833683135973823
381340,0.009218774023388132
381341,0.0025507239954159007
381342,0.0027013902807697704
381343,0.001517149934327481
381344,0.7970007324421919
381345,0.0017690926388112072
381346,0.1674910639421425
381347,0.7027235170072805
381348,0.016980561862195917
381349,0.0014127275823456894
381350,0.0014329041012179735
381351,0.7616737218386286
381352,0.003130028401816932
381353,0.6733299168776632
381354,0.0018756720528265607
381355,0.0034842356093523832
381356,0.0008888534646898638
381357,0.0013871470359568404
381358,0.006528230486293791
381359,0.6773785643640429
381360,0.6223325384492484
381361,0.0020850860911572175
381362,0.22406870382716695
381363,0.23990591518544163
381364,0.0020018657807870676
381365,0.8360012328946438
381366,0.7505138819918449
381367,0.5602692960464145
381368,0.003210287465164003
381369,0.8144147990670229
381370,0.00158039522680971
381371,0.7258795217718489
381372,0.6173653232929222
381373,0.001520968237950401
381374,0.6486519249675616
381375,0.0025658996538487507
381376,0.7736766870612294
381377,0.07550424137565984
381378,0.7672898195319255
381379,0.37519388418264593
381380,0.0018840568995798878
381381,0.7761251063968533
381382,0.7955410192009909
381383,0.002471756166547549
381384,0.7832658917996445
381385,0.45301037714001346
381386,0.6906662738313142
381387,0.7672036396028865
381388,0.7791327839522904
381389,0.7013222319524335
381390,0.5513683872385258
381391,0.6428504386008725
381392,0.7610652331705293
381393,0.0006125771407946343
381394,0.0011226981397160392
381395,0.32869266279711223
381396,0.002394447906106548
381397,0.010104474677328031
381398,0.001826609050893121
381399,0.0005624979805297826
381400,0.00269259309986529
381401,0.16665787734963552
381402,0.727088311067556
381403,0.0078163550062453
381404,0.1694282451101927
381405,0.6737471746977522
381406,0.8657741243278827
381407,0.8075385454131625
381408,0.5739919792388832
381409,0.14195234957653322
381410,0.002912777765864842
381411,0.4996819149913876
381412,0.298957433512354
381413,0.36058265867472994
381414,0.6260131256998385
381415,0.016021912342225497
381416,0.0017920152700614592
381417,0.7603050521158388
381418,0.002476630888196722
381419,0.003296515060345235
381420,0.0024125458666380906
381421,0.7341806526782207
381422,0.5055649336981435
381423,0.7420937664813465
381424,0.0036540560681770987
381425,0.8273695187586739
381426,0.08368072305533535
381427,0.001831520579478194
381428,0.613956999326059
381429,0.7923833234168544
381430,0.5641978623477003
381431,0.2200710613129756
381432,0.6635089648003478
381433,0.7507974364901975
381434,0.002197998879456702
381435,0.6530853736164481
381436,0.6756608262599695
381437,0.5529240763731896
381438,0.8226070275945262
381439,0.7143240127080877
381440,0.006292100193416755
381441,0.6168753198324085
381442,0.8318485057417212
381443,0.3601651634710555
381444,0.0024249604067868697
381445,0.0004612589455498902
381446,0.8332792727749836
381447,0.4998402194793689
381448,0.001182516200776063
381449,0.25974480964319324
381450,0.8028558487696753
381451,0.002364448850477442
381452,0.7989077170599167
381453,0.0023906766622342965
381454,0.2937963992704786
381455,0.4187369945405479
381456,0.41181004567321283
381457,0.41292772505709313
381458,0.0011008690694762823
381459,0.0017417050734822373
381460,0.0014359047553994533
381461,0.00203925206280258
381462,0.002222370544165978
381463,0.6210619491689278
381464,0.4440256830337861
381465,0.6739681778986311
381466,0.003042457411504552
381467,0.2690393747022163
381468,0.0015945858304347298
381469,0.5911819130777443
381470,0.6137685401525913
381471,0.20754062491216274
381472,0.773736662770458
381473,0.7428667801457164
381474,0.002683140361890473
381475,0.8269014826961099
381476,0.5006731553688245
381477,0.00935958914061732
381478,0.009365050793819399
381479,0.8031622678094451
381480,0.002043193559660224
381481,0.7826845045518057
381482,0.7812579767428568
381483,0.0017257468271275618
381484,0.15741356407550397
381485,0.452847448387116
381486,0.003794320594836518
381487,0.17594153913320204
381488,0.002739789901604462
381489,0.7576074980609063
381490,0.7348566465159849
381491,0.7151790302782921
381492,0.8710507029721613
381493,0.001748557611609824
381494,0.0037048582442317365
381495,0.0018283817688266215
381496,0.6976118214494106
381497,0.012408057272163264
381498,0.002574380966239027
381499,0.4081684669226001
381500,0.09607604890819689
381501,0.8007603275269758
381502,0.0009785653547030254
381503,0.002608715726268484
381504,0.0017595670602168084
381505,0.0025657686452173543
381506,0.004014219111529344
381507,0.750588449451603
381508,0.0022814695825925974
381509,0.7164268499555415
381510,0.7540007625200229
381511,0.75266360658026
381512,0.005754737113420447
381513,0.774593000083478
381514,0.8352556387942196
381515,0.7672117777772485
381516,0.003012052106713097
381517,0.7033500789718766
381518,0.6247562579255498
381519,0.794924242333879
381520,0.7936882219481832
381521,0.7771780665969042
381522,0.0008095279469864606
381523,0.002058444184970263
381524,0.734263884521649
381525,0.002438119379636079
381526,0.003415495973732546
381527,0.001974290091984818
381528,0.020464406532659386
381529,0.0005567998216339004
381530,0.7414493378907883
381531,0.771780246585159
381532,0.3644388567295731
381533,0.0028630867451125484
381534,0.0023581491106153553
381535,0.7744821879936213
381536,0.7354871084778449
381537,0.8627732093131047
381538,0.6371418147150245
381539,0.7528723487360036
381540,0.0022074829415052568
381541,0.0011468318758186776
381542,0.5891191601495975
381543,0.8233356002133243
381544,0.012907342190548078
381545,0.001948460044409715
381546,0.8682750702590226
381547,0.7752264085634101
381548,0.739397247066696
381549,0.6983110947864931
381550,0.003020239126063355
381551,0.8156228694667043
381552,0.3838031167100227
381553,0.003854172133439722
381554,0.6009084173428867
381555,0.001784037796014229
381556,0.6364263482651434
381557,0.19495676433590067
381558,0.009438110674507515
381559,0.16764913743866255
381560,0.8507639656769431
381561,0.0017144617168238388
381562,0.001083831391855195
381563,0.4430644707604654
381564,0.029976587260848935
381565,0.5009417860330597
381566,0.0018715703502224504
381567,0.0025136350570246287
381568,0.5998234691012932
381569,0.0027195788436740658
381570,0.6407229486985778
381571,0.0010293247851768197
381572,0.12274599831290292
381573,0.5731999279925392
381574,0.1906838342269858
381575,0.005613307155161155
381576,0.7526929958232452
381577,0.0014666454016569908
381578,0.5679808854805763
381579,0.25586690185677924
381580,0.006165432385614231
381581,0.0025511852044364566
381582,0.001949766038815095
381583,0.0025206765134837615
381584,0.6181732782104462
381585,0.0009985828654426065
